gender,center,year,days,postal,same_route,r_fastest,r_cheapest,r_confortable,r_onlyoption,r_environmental,r_healthiest,r_needprivate,total_travels,private_ratio,public_ratio,active_ratio,Latitude,Longitude,Distance
Man,EEABB,Second,5,8860.0,Yes,No,No,No,Yes,No,No,No,1,0.0,0.0,1.0,41.26427774933655,1.9313480034981907,20.38020477160429
Man,ESEIAAT,Fourth,5,8025.0,Yes,No,No,No,No,No,No,Yes,3,0.3333333333333333,0.0,0.6666666666666666,41.40889555323325,2.1709480372979217,5.515904036968885
Woman,ETSAB,First,5,8700.0,No,Yes,No,No,Yes,No,No,No,5,0.0,0.6,0.4,41.58278654418604,1.6181138558139534,46.50632225037548
Woman,ETSEIB,First,5,8017.0,No,No,No,No,No,No,Yes,No,6,0.5,0.0,0.5,41.40662785035377,2.1164666691037737,2.112982468173686
Woman,EETAC,Third,5,8840.0,Yes,No,Yes,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.31476620344828,2.0159679862068964,11.383637000140949
Woman,ETSEIB,First,5,8041.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.41779478779783,2.176250534368231,6.372840174770625
Woman,FOOT,Second,4,8221.0,Yes,Yes,No,No,Yes,No,No,No,1,0.0,0.0,1.0,41.56426562711864,2.011561513559322,21.2645722256118
Woman,ETSAB,Fourth,5,8022.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.4054879245283,2.135506636792453,2.81531926980836
Man,ESEIAAT,Second,5,8222.0,Yes,Yes,No,No,Yes,No,No,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,EEBE,First,4,8480.0,Yes,No,Yes,No,Yes,No,No,No,3,0.0,1.0,0.0,41.667370475,2.2618723083333334,33.47899941633453
Man,FNB,Second,5,8007.0,No,Yes,No,No,No,No,No,No,6,0.0,0.3333333333333333,0.6666666666666666,41.390234340645165,2.1653783116129035,4.547365145547395
Woman,FIB,First,4,8001.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.38059519199438,2.169557888623596,4.960133018364982
Man,FIB,Fourth,3,8110.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.48281298163764,2.182922593205575,12.117783622630771
Woman,ETSETB,Fourth,5,8914.0,No,Yes,No,No,Yes,No,No,No,4,0.25,0.75,0.0,41.44432904458552,2.223749820836445,11.304942499566788
Man,ETSEIB,Third,5,8830.0,Yes,No,Yes,No,Yes,No,No,No,2,0.0,0.5,0.5,41.34098182222222,2.042815538132808,7.742302268794167
Man,EEBE,First,5,8012.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.40275668087548,2.1569115219719506,4.166350464626095
Man,EEBE,Third,4,8014.0,Yes,Yes,No,No,No,No,No,Yes,3,1.0,0.0,0.0,41.37554342468619,2.136406735983264,2.532082851110252
Man,EPSEVG,First,5,8810.0,Yes,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.26012005260991,1.7805351567594272,31.10786686418033
Man,ESEIAAT,First,5,8392.0,Yes,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.566699925,2.4883746875,37.239738318871865
Man,EETAC,Third,5,8755.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.48049481578947,1.9722719736842107,15.493606746629128
Woman,FIB,First,5,8025.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.40889555323325,2.1709480372979217,5.515904036968885
Man,ESEIAAT,Second,4,8211.0,Yes,Yes,No,Yes,No,No,No,No,3,0.3333333333333333,0.0,0.6666666666666666,41.61295263993711,2.090078946855346,25.04125661908901
Man,EEBE,Fourth,4,8830.0,Yes,Yes,No,No,No,No,No,No,3,0.0,1.0,0.0,41.34098182222222,2.042815538132808,7.742302268794167
Woman,EETAC,First,5,8014.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.37554342468619,2.136406735983264,2.532082851110252
Man,ETSEIB,First,5,8028.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Woman,ESEIAAT,Third,5,8172.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.470471629268296,2.0830830280487804,9.449685862507694
Man,ESEIAAT,Second,4,8020.0,Yes,Yes,No,No,No,No,No,No,3,1.0,0.0,0.0,41.42075345,2.201856531962617,8.414853093004373
Man,FIB,Fourth,3,8006.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.40108785798995,2.149211508040201,3.502310723990852
Man,EETAC,First,5,8950.0,Yes,Yes,No,Yes,No,No,No,No,3,0.3333333333333333,0.0,0.6666666666666666,41.37410139552239,2.0887492253731343,2.4264062428862068
Man,EPSEVG,Fourth,3,43881.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.1966946140625,1.6282813515625,45.6842158213869
Man,EPSEM,First,5,8970.0,No,Yes,No,No,No,No,No,No,3,0.0,1.0,0.0,41.3689774,2.063031009375,4.543343211547399
Man,ETSETB,Second,5,8980.0,Yes,Yes,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.38462277623763,2.048059094554456,5.285429992578997
Woman,FIB,Fourth,4,8380.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.64726358601384,2.7405657270916337,59.9151030998027
Man,FIB,Third,5,8021.0,Yes,Yes,Yes,No,No,No,No,No,1,0.0,0.0,1.0,41.39623459653333,2.1414057384,2.6941059454559344
Woman,EEBE,First,5,8917.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.45336026427851,2.2304582971745712,12.337553922048984
Woman,ETSEIB,Fourth,4,8025.0,Yes,Yes,No,No,No,No,No,No,3,0.6666666666666666,0.3333333333333333,0.0,41.40889555323325,2.1709480372979217,5.515904036968885
Man,ESEIAAT,Third,5,8029.0,Yes,No,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.38660270361248,2.14637941543514,2.956172645857166
Woman,ESEIAAT,First,6,8225.0,Yes,No,Yes,No,No,No,Yes,No,1,0.0,0.0,1.0,41.57555601627907,2.0045475325581394,22.64752581936345
Man,FME,First,5,8018.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.40354271634696,2.191752814178482,6.962340961738018
Man,ETSETB,Second,4,8015.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.37769295381944,2.157903889236111,4.0811379716437495
Man,FNB,Fourth,5,8003.0,Yes,No,No,No,Yes,No,No,No,1,0.0,0.0,1.0,41.38661773595934,2.180351266454892,5.795446271750349
Man,FIB,First,5,8850.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.28276916601941,2.0145235427184467,14.213448206259708
Man,FIB,First,4,8720.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.34392532727273,1.6935237736363635,35.27853992534681
Woman,FME,Third,5,8028.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EPSEVG,First,4,8036.0,Yes,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.38986816722689,2.1517556033613445,3.4075132374150914
Man,ETSAB,Fourth,1,8173.0,Yes,No,No,Yes,No,Yes,No,No,2,0.0,1.0,0.0,41.4742246574468,2.077712344680851,9.970215712463055
Man,ESEIAAT,Second,4,8007.0,No,Yes,No,No,No,No,No,Yes,6,1.0,0.0,0.0,41.390234340645165,2.1653783116129035,4.547365145547395
Man,EEABB,First,5,8024.0,Yes,Yes,Yes,No,No,No,No,No,2,0.5,0.5,0.0,41.41110394556075,2.1594220838785048,4.785385490636497
Man,EETAC,Fourth,5,17007.0,Yes,No,No,No,Yes,No,No,No,2,0.5,0.0,0.5,41.99681162225017,2.8186718892979647,89.67425569896551
Man,ETSETB,Second,5,8243.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.726803044117645,1.839067802941176,43.93821109235909
Woman,ETSAB,Third,4,8243.0,Yes,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.726803044117645,1.839067802941176,43.93821109235909
Man,EEBE,First,5,8014.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37554342468619,2.136406735983264,2.532082851110252
Man,EEBE,Second,5,8214.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,1.0,0.0,41.50803201343284,2.115360459701493,13.331544998048251
Man,FIB,Third,5,8904.0,No,No,Yes,Yes,No,No,No,No,4,0.0,0.5,0.5,41.37349974528302,2.116355579245284,1.6737779012254774
Man,EEBE,Fourth,4,8940.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.3607134625498,2.0793684824701195,4.031246496663568
Man,ETSEIB,First,5,8017.0,Yes,Yes,No,No,No,No,No,No,2,0.5,0.0,0.5,41.40662785035377,2.1164666691037737,2.112982468173686
Man,ESEIAAT,Second,5,8224.0,No,Yes,No,No,No,No,No,No,4,0.75,0.0,0.25,41.56090184102564,2.0021212589743587,21.24695714606752
Man,ESEIAAT,First,7,8225.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.57555601627907,2.0045475325581394,22.64752581936345
Man,EETAC,First,5,8800.0,Yes,No,Yes,No,No,No,Yes,No,3,0.0,0.3333333333333333,0.6666666666666666,41.22357625993385,1.7172047798305676,37.70504617773941
Man,EPSEB,Second,3,8029.0,Yes,No,Yes,No,No,No,No,No,1,0.0,1.0,0.0,41.38660270361248,2.14637941543514,2.956172645857166
Woman,ESEIAAT,Fourth,5,8222.0,Yes,No,No,No,Yes,No,Yes,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,FME,Second,5,8860.0,No,Yes,Yes,No,No,No,No,No,4,0.25,0.25,0.5,41.26427774933655,1.9313480034981907,20.38020477160429
Man,ETSECCPB,Fourth,5,8036.0,No,No,No,Yes,No,No,No,No,6,0.0,0.1666666666666666,0.8333333333333334,41.38986816722689,2.1517556033613445,3.4075132374150914
Man,EPSEVG,Fourth,3,8800.0,Yes,No,No,No,No,Yes,Yes,No,3,0.0,0.0,1.0,41.22357625993385,1.7172047798305676,37.70504617773941
Woman,FIB,First,1,17411.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.77873320714286,2.7824666785714287,70.83255047767277
Man,ETSAB,Second,5,8911.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.4531459166113,2.253104680730897,13.901078426337602
Man,FIB,Fourth,5,8980.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.38462277623763,2.048059094554456,5.285429992578997
Man,FNB,Second,5,8026.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.0,1.0,41.41182252736954,2.185393102662407,6.751936546524625
Woman,FIB,Third,5,8038.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.359444239233575,2.143747831386861,4.189382845954706
Man,EEBE,Third,1,8022.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.4054879245283,2.135506636792453,2.81531926980836
Man,ETSAB,Second,5,8025.0,No,Yes,No,Yes,No,No,No,No,4,0.0,0.75,0.25,41.40889555323325,2.1709480372979217,5.515904036968885
Woman,EEBE,Second,4,8930.0,Yes,Yes,No,No,No,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.42816950847583,2.2197942701115245,10.12337740984334
Man,ETSECCPB,First,5,8015.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37769295381944,2.157903889236111,4.0811379716437495
Woman,ETSETB,Third,5,8030.0,No,Yes,No,No,No,No,No,No,2,0.0,1.0,0.0,41.43484115544712,2.191761195383804,8.515615293430308
Woman,ESEIAAT,Fourth,3,8029.0,Yes,No,No,No,No,No,No,Yes,3,0.3333333333333333,0.0,0.6666666666666666,41.38660270361248,2.14637941543514,2.956172645857166
Man,FIB,Third,5,8450.0,Yes,No,Yes,No,No,No,No,Yes,3,0.0,0.6666666666666666,0.3333333333333333,41.6212573,2.3858095318181816,34.59776094530377
Man,ETSETB,First,5,8840.0,Yes,Yes,No,Yes,No,No,No,No,3,0.6666666666666666,0.0,0.3333333333333333,41.31476620344828,2.0159679862068964,11.383637000140949
Man,ETSECCPB,Second,5,8902.0,Yes,Yes,Yes,No,No,No,No,No,3,1.0,0.0,0.0,41.36432838572562,2.125288497065821,2.888881985150128
Man,FME,First,5,8860.0,Yes,Yes,No,No,No,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.26427774933655,1.9313480034981907,20.38020477160429
Man,ETSEIB,Fourth,5,8035.0,Yes,No,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.43076203989813,2.144511682003396,5.506786525149892
Man,ETSEIB,Third,5,8029.0,Yes,Yes,No,No,No,No,No,Yes,1,1.0,0.0,0.0,41.38660270361248,2.14637941543514,2.956172645857166
Woman,EPSEVG,First,5,8940.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.3607134625498,2.0793684824701195,4.031246496663568
Man,FIB,Third,5,8038.0,No,Yes,No,Yes,No,No,No,No,5,0.0,0.8,0.2,41.359444239233575,2.143747831386861,4.189382845954706
Woman,ETSAB,Second,5,8290.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.49042106822917,2.1386554125,11.601900107089728
Woman,ETSEIB,Third,5,8028.0,No,Yes,Yes,No,No,No,No,No,6,0.0,0.3333333333333333,0.6666666666666666,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EEBE,First,5,8027.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.0,1.0,41.42210114836013,2.1859659655305466,7.315332171609159
Man,EETAC,Second,5,8869.0,Yes,Yes,No,No,No,No,No,No,1,0.0,0.0,1.0,40.57497035,-74.65534577293181,6232.754829064615
Man,ETSEIB,Third,5,8029.0,Yes,Yes,No,Yes,No,No,No,No,2,0.0,0.5,0.5,41.38660270361248,2.14637941543514,2.956172645857166
Man,ETSAB,Second,5,8028.0,No,Yes,No,Yes,No,No,No,No,4,0.0,0.75,0.25,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,FIB,First,5,8026.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41182252736954,2.185393102662407,6.751936546524625
Man,FIB,Second,5,8295.0,Yes,Yes,Yes,No,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.55511578484849,1.888315109090909,26.27950993724996
Man,ESEIAAT,Fourth,1,8038.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.359444239233575,2.143747831386861,4.189382845954706
Man,ESEIAAT,Third,4,8206.0,Yes,Yes,No,No,Yes,No,No,No,3,1.0,0.0,0.0,41.55452011585366,2.0914203768292685,18.562764355973894
Man,EEABB,Second,5,8940.0,Yes,No,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.3607134625498,2.0793684824701195,4.031246496663568
Man,EPSEM,First,5,8242.0,Yes,Yes,No,Yes,No,No,No,No,3,0.6666666666666666,0.0,0.3333333333333333,41.73079093225807,1.825638696774193,44.90162952906903
Woman,EEABB,Third,5,8036.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,1.0,0.0,41.38986816722689,2.1517556033613445,3.4075132374150914
Man,ESEIAAT,First,2,8226.0,Yes,Yes,Yes,No,No,No,No,No,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.5769370125,2.02235664375,22.25002415361337
Woman,ETSAB,First,4,8950.0,Yes,Yes,No,No,No,Yes,No,No,1,1.0,0.0,0.0,41.37410139552239,2.0887492253731343,2.4264062428862068
Man,ETSETB,Fourth,4,8041.0,No,No,No,Yes,No,No,No,No,5,0.0,0.4,0.6,41.41779478779783,2.176250534368231,6.372840174770625
Man,ESEIAAT,Fourth,3,8206.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.55452011585366,2.0914203768292685,18.562764355973894
Man,EPSEB,First,4,8105.0,No,No,No,No,Yes,No,No,No,3,0.0,1.0,0.0,41.51457200916335,2.2400579266932272,17.70947770701561
Woman,ESEIAAT,Fourth,5,8221.0,Yes,Yes,No,No,No,No,No,No,1,0.0,0.0,1.0,41.56426562711864,2.011561513559322,21.2645722256118
Woman,EEBE,Third,4,8022.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.4054879245283,2.135506636792453,2.81531926980836
Man,EPSEM,Third,5,8786.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.52980503214286,1.6853456214285714,38.89911704737984
Man,EETAC,Second,5,8014.0,Yes,Yes,No,No,No,No,No,No,1,0.0,1.0,0.0,41.37554342468619,2.136406735983264,2.532082851110252
Woman,ESEIAAT,Second,5,8174.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.48533451707317,2.057483282926829,11.697799445055114
Woman,ESEIAAT,Fourth,2,8222.0,Yes,Yes,No,No,No,No,No,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,ETSETB,First,3,8015.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.37769295381944,2.157903889236111,4.0811379716437495
Woman,EPSEVG,Second,4,8812.0,Yes,Yes,No,No,No,No,No,No,1,0.0,0.0,1.0,41.22852334171364,1.7492276780909437,35.10136533798317
Man,EPSEVG,Fourth,2,8720.0,Yes,Yes,Yes,No,No,No,No,No,1,1.0,0.0,0.0,41.34392532727273,1.6935237736363635,35.27853992534681
Man,ESEIAAT,First,5,8221.0,Yes,No,No,Yes,No,No,Yes,No,1,0.0,0.0,1.0,41.56426562711864,2.011561513559322,21.2645722256118
Man,EEBE,Second,3,8186.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.61372710769231,2.226858523076923,26.86503286678032
Man,ETSAV,Third,5,8292.0,No,No,No,No,Yes,No,No,No,6,0.1666666666666666,0.6666666666666666,0.1666666666666666,41.53444560178571,1.8701365321428567,25.87727278715144
Woman,ETSAB,Second,5,8030.0,No,Yes,No,Yes,No,No,No,No,5,0.0,0.6,0.4,41.43484115544712,2.191761195383804,8.515615293430308
Man,EEBE,First,5,8348.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.52442864722222,2.3681748638888886,26.28418436163645
Woman,EEBE,First,5,8037.0,Yes,Yes,No,No,No,No,No,No,3,0.0,1.0,0.0,41.39925879097525,2.1648714873362445,4.667536874203934
Man,EETAC,Third,5,8780.0,Yes,No,Yes,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.42175344545454,1.9954960727272728,10.365468459860027
Man,FIB,First,5,8005.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.39960074427861,2.201018413598673,7.629993511144085
Man,FME,Third,5,8022.0,Yes,Yes,Yes,No,No,No,No,No,1,0.0,1.0,0.0,41.4054879245283,2.135506636792453,2.81531926980836
Woman,ETSAV,Third,5,8232.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.56451143006993,1.955626879020979,23.510771351334725
Woman,ESEIAAT,First,5,8172.0,Yes,Yes,Yes,No,No,No,No,No,2,0.0,0.5,0.5,41.470471629268296,2.0830830280487804,9.449685862507694
Man,EEBE,Fourth,1,8906.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.37055954868421,2.100675274122807,2.127693571837536
Man,ESEIAAT,First,4,8222.0,Yes,No,Yes,No,No,Yes,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.56425558888889,2.0251177222222223,20.846935000968863
Man,EETAC,Fourth,2,8950.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.37410139552239,2.0887492253731343,2.4264062428862068
NR/DK,ETSAV,Fourth,2,8208.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.5541620375,2.1268247600000003,18.49693038919853
Man,EEBE,Second,5,8031.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.430806620215634,2.1651396603773585,6.556434297087386
Man,FIB,Third,4,8350.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.58120858181818,2.5474976727272725,42.29267406189082
Man,EEBE,First,5,8912.0,Yes,No,Yes,Yes,No,No,No,No,1,0.0,1.0,0.0,41.44363350805195,2.240403894805195,12.450328346091144
Woman,ESEIAAT,Fourth,5,8291.0,Yes,Yes,No,Yes,No,No,No,No,2,0.5,0.0,0.5,41.49873655168539,2.1549190539325846,12.828445811278456
Woman,ESEIAAT,First,5,8222.0,Yes,No,No,Yes,No,No,No,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,ESEIAAT,Second,5,8023.0,Yes,Yes,No,No,Yes,No,No,No,2,0.0,1.0,0.0,41.41117653727455,2.1454316,3.853847488256764
Man,EETAC,Second,5,8850.0,Yes,Yes,No,Yes,No,No,No,No,3,1.0,0.0,0.0,41.28276916601941,2.0145235427184467,14.213448206259708
Woman,FIB,First,1,8720.0,Yes,Yes,Yes,No,No,No,No,No,1,1.0,0.0,0.0,41.34392532727273,1.6935237736363635,35.27853992534681
Man,ETSAB,Third,5,8970.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.3689774,2.063031009375,4.543343211547399
Man,ETSETB,Second,2,8970.0,Yes,Yes,Yes,No,No,No,No,No,3,1.0,0.0,0.0,41.3689774,2.063031009375,4.543343211547399
Man,ETSEIB,Second,1,8029.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.38660270361248,2.14637941543514,2.956172645857166
Woman,FIB,First,4,8902.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,1.0,0.0,41.36432838572562,2.125288497065821,2.888881985150128
Man,FME,First,5,8903.0,Yes,No,No,No,No,No,Yes,No,3,0.0,0.0,1.0,41.37170643939394,2.125971808080808,2.2001050805374645
Man,FIB,First,4,8013.0,Yes,No,No,Yes,No,No,No,No,1,0.0,1.0,0.0,41.40034991558655,2.178255983593109,5.781462018023745
Woman,ESEIAAT,First,5,8440.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.63996812321429,2.358397310714286,34.772225338745606
Man,FNB,Second,2,8037.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.39925879097525,2.1648714873362445,4.667536874203934
Woman,ETSEIB,First,5,8860.0,No,No,Yes,No,No,No,No,No,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,41.26427774933655,1.9313480034981907,20.38020477160429
Man,ETSEIB,Third,5,8028.0,Yes,No,No,No,No,Yes,Yes,No,1,0.0,0.0,1.0,41.37818948080073,2.1252601017288444,1.6130676235951116
Man,EEBE,Fourth,1,17252.0,Yes,No,No,No,Yes,No,No,No,1,1.0,0.0,0.0,41.84533625555556,3.09882665,96.73016215746146
Man,EEBE,First,5,8912.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.44363350805195,2.240403894805195,12.450328346091144
Man,ETSECCPB,Third,5,8024.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.41110394556075,2.1594220838785048,4.785385490636497
Man,ETSETB,Second,5,8173.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.4742246574468,2.077712344680851,9.970215712463055
Woman,ETSAB,Fourth,5,8014.0,No,No,No,No,No,No,Yes,No,6,0.0,0.5,0.5,41.37554342468619,2.136406735983264,2.532082851110252
Woman,ETSECCPB,Second,2,8015.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.0,1.0,41.37769295381944,2.157903889236111,4.0811379716437495
Man,FIB,Third,4,8840.0,Yes,No,Yes,No,Yes,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.31476620344828,2.0159679862068964,11.383637000140949
Man,ESEIAAT,Third,5,8222.0,Yes,No,No,No,No,No,No,No,1,0.0,0.0,1.0,41.56425558888889,2.0251177222222223,20.846935000968863
Man,FIB,Fourth,2,8913.0,Yes,Yes,No,Yes,No,No,No,No,1,1.0,0.0,0.0,41.43872083630332,2.218347277345972,10.587921846111517
Woman,EETAC,Second,5,8391.0,Yes,No,No,No,No,No,No,No,3,0.0,1.0,0.0,41.481761689473686,2.2657743210526315,16.598206112760472
Man,ESEIAAT,Third,4,8792.0,Yes,No,No,No,Yes,No,No,Yes,3,1.0,0.0,0.0,41.37504722,1.7226222,32.52636491315125
Man,EPSEM,Second,4,8242.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.0,1.0,41.73079093225807,1.825638696774193,44.90162952906903
Woman,EETAC,Fourth,5,8860.0,No,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.26427774933655,1.9313480034981907,20.38020477160429
Woman,ETSAV,Fourth,2,8915.0,Yes,No,Yes,No,No,No,No,No,3,0.6666666666666666,0.0,0.3333333333333333,41.46246184406015,2.246157826240601,13.992959282549688
Man,EPSEM,Second,5,8242.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.0,1.0,41.73079093225807,1.825638696774193,44.90162952906903
Man,FIB,First,5,8800.0,Yes,No,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.22357625993385,1.7172047798305676,37.70504617773941
Man,ETSEIB,Third,1,8980.0,Yes,Yes,No,No,No,No,No,No,1,1.0,0.0,0.0,41.38462277623763,2.048059094554456,5.285429992578997
Woman,FIB,First,4,8004.0,Yes,Yes,Yes,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.36674053939394,2.1579540622895625,4.578869966263394
Man,EPSEM,First,4,8620.0,Yes,Yes,No,No,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.3944764,2.007285628,8.710906791830583
Woman,FNB,Third,4,8787.0,Yes,No,No,No,Yes,No,No,No,3,0.3333333333333333,0.6666666666666666,0.0,41.5432484,1.64955,42.23483844455691
Man,ESEIAAT,First,5,8191.0,Yes,Yes,No,Yes,No,No,No,No,2,0.5,0.0,0.5,41.499861449874686,2.038029230576441,13.838861668490374
Woman,ETSEIB,Fourth,5,8820.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.3333333333333333,0.6666666666666666,41.32393623061224,2.099799305867347,7.181665825639808
Woman,ETSECCPB,Second,5,8029.0,Yes,No,No,No,Yes,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.38660270361248,2.14637941543514,2.956172645857166
Woman,FIB,Fourth,4,8290.0,Yes,Yes,No,Yes,No,No,No,No,3,0.0,0.6666666666666666,0.3333333333333333,41.49042106822917,2.1386554125,11.601900107089728
Man,ESEIAAT,Fourth,3,8530.0,Yes,No,No,Yes,No,No,No,Yes,1,1.0,0.0,0.0,41.682459435714286,2.285455342857143,35.791061913926576
Man,ETSAB,Third,5,8940.0,No,Yes,No,No,No,No,No,No,5,0.0,0.4,0.6,41.3607134625498,2.0793684824701195,4.031246496663568
