gender,center,year,days,postal,s1,s2,s3,same_route,r_fastest,r_cheapest,r_confortable,r_onlyoption,r_environmental,r_healthiest,r_needprivate,total_travels,Distance,active_ratio,private_ratio,public_ratio
Woman,FIB,First,5,8800.0,,Underground,Bus,Yes,Yes,No,Yes,No,No,No,No,2,37.70504617773941,0.0,0.0,1.0
Man,ETSAV,Fourth,4,8221.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,No,Yes,3,21.2645722256118,0.0,1.0,0.0
Man,EEABB,Second,5,8860.0,On foot,,,Yes,No,No,No,Yes,No,No,No,1,20.38020477160429,1.0,0.0,0.0
Man,ESEIAAT,Fourth,5,8025.0,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,No,No,No,No,No,No,Yes,3,5.515904036968885,0.6666666666666666,0.3333333333333333,0.0
Woman,ETSAB,First,5,8700.0,On foot,Bus,,No,Yes,No,No,Yes,No,No,No,5,46.50632225037548,0.4,0.0,0.6
Woman,ETSEIB,First,5,8017.0,On foot,On foot,On foot,No,No,No,No,No,No,Yes,No,6,2.112982468173686,0.5,0.5,0.0
Woman,EETAC,Third,5,8840.0,On foot,Renfe,On foot,Yes,No,Yes,No,Yes,No,No,No,3,11.383637000140949,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSEIB,First,5,8041.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,Yes,No,No,No,No,3,6.372840174770625,0.0,1.0,0.0
Woman,FOOT,Second,4,8221.0,On foot,,,Yes,Yes,No,No,Yes,No,No,No,1,21.2645722256118,1.0,0.0,0.0
Woman,ETSAB,Fourth,5,8022.0,On foot,,Bus,Yes,Yes,No,Yes,No,No,No,No,2,2.81531926980836,0.5,0.0,0.5
Man,ESEIAAT,Second,5,8222.0,On foot,,,Yes,Yes,No,No,Yes,No,No,No,1,20.846935000968863,1.0,0.0,0.0
Man,EEBE,First,4,8480.0,Bus,Renfe,Underground,Yes,No,Yes,No,Yes,No,No,No,3,33.47899941633453,0.0,0.0,1.0
Man,FNB,Second,5,8007.0,On foot,Bus,On foot,No,Yes,No,No,No,No,No,No,6,4.547365145547395,0.6666666666666666,0.0,0.3333333333333333
Woman,FIB,First,4,8001.0,Underground,On foot,On foot,Yes,Yes,No,Yes,No,No,No,No,3,4.960133018364982,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,Fourth,3,8110.0,Renfe,Underground,,Yes,Yes,Yes,No,No,No,No,No,2,12.117783622630771,0.0,0.0,1.0
Woman,ETSETB,Fourth,5,8914.0,Underground,Underground,Underground,No,Yes,No,No,Yes,No,No,No,4,11.304942499566788,0.0,0.25,0.75
Man,ETSEIB,Third,5,8830.0,On foot,Bus,,Yes,No,Yes,No,Yes,No,No,No,2,7.742302268794167,0.5,0.0,0.5
Man,EEBE,First,5,8012.0,On foot,Bus,Tram,Yes,Yes,No,Yes,No,No,No,No,3,4.166350464626095,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,Third,4,8014.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,No,Yes,3,2.532082851110252,0.0,1.0,0.0
Man,EPSEVG,First,5,8810.0,Bus,Bus,Bus,Yes,No,No,No,Yes,No,No,No,3,31.10786686418033,0.0,0.0,1.0
Man,ESEIAAT,First,5,8392.0,Bus,Renfe,FGC,Yes,No,No,No,Yes,No,No,No,3,37.239738318871865,0.0,0.0,1.0
Man,EETAC,Third,5,8755.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,No,1,15.493606746629128,0.0,1.0,0.0
Woman,FIB,First,5,8025.0,Underground,,,Yes,Yes,No,No,No,No,No,No,1,5.515904036968885,0.0,0.0,1.0
Man,ESEIAAT,Second,4,8211.0,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,Yes,No,Yes,No,No,No,No,3,25.04125661908901,0.6666666666666666,0.3333333333333333,0.0
Man,EEBE,Fourth,4,8830.0,Bus,FGC,Underground,Yes,Yes,No,No,No,No,No,No,3,7.742302268794167,0.0,0.0,1.0
Woman,EETAC,First,5,8014.0,Bus,Bus,Bus,Yes,Yes,No,Yes,No,No,No,No,3,2.532082851110252,0.0,0.0,1.0
Man,ETSEIB,First,5,8028.0,On foot,On foot,On foot,Yes,Yes,Yes,No,No,No,No,No,3,1.6130676235951116,1.0,0.0,0.0
Woman,ESEIAAT,Third,5,8172.0,On foot,FGC,On foot,Yes,No,No,No,Yes,No,No,No,3,9.449685862507694,0.6666666666666666,0.0,0.3333333333333333
Man,ESEIAAT,Second,4,8020.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,No,No,No,No,3,8.414853093004373,0.0,1.0,0.0
Man,FIB,Fourth,3,8006.0,Bus,,,Yes,Yes,No,No,No,No,No,No,1,3.502310723990852,0.0,0.0,1.0
Man,EETAC,First,5,8950.0,On foot,Combustion or electric motorcycle with non-renewable source charging,On foot,Yes,Yes,No,Yes,No,No,No,No,3,2.4264062428862068,0.6666666666666666,0.3333333333333333,0.0
Man,EPSEVG,Fourth,3,43881.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,Yes,No,No,No,No,3,45.6842158213869,0.0,1.0,0.0
Man,EPSEM,First,5,8970.0,,FGC,,No,Yes,No,No,No,No,No,No,3,4.543343211547399,0.0,0.0,1.0
Man,ETSETB,Second,5,8980.0,,,Bus,Yes,Yes,No,Yes,No,No,No,No,1,5.285429992578997,0.0,0.0,1.0
Woman,FIB,Fourth,4,8380.0,On foot,Renfe,Underground,Yes,No,No,No,Yes,No,No,No,3,59.9151030998027,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Third,5,8021.0,Bicycle,,,Yes,Yes,Yes,No,No,No,No,No,1,2.6941059454559344,1.0,0.0,0.0
Woman,EEBE,First,5,8917.0,Underground,Renfe,On foot,Yes,No,Yes,No,No,Yes,No,No,3,12.337553922048984,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSEIB,Fourth,4,8025.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,No,No,No,No,No,3,5.515904036968885,0.0,0.6666666666666666,0.3333333333333333
Man,ESEIAAT,Third,5,8029.0,On foot,FGC,On foot,Yes,No,Yes,No,No,No,No,No,3,2.956172645857166,0.6666666666666666,0.0,0.3333333333333333
Woman,ESEIAAT,First,6,8225.0,On foot,,,Yes,No,Yes,No,No,No,Yes,No,1,22.64752581936345,1.0,0.0,0.0
Man,FME,First,5,8018.0,Underground,,,Yes,Yes,No,No,No,No,No,No,1,6.962340961738018,0.0,0.0,1.0
Man,ETSETB,Second,4,8015.0,Bus,,,Yes,Yes,No,No,No,No,No,No,1,4.0811379716437495,0.0,0.0,1.0
Man,FNB,Fourth,5,8003.0,On foot,,,Yes,No,No,No,Yes,No,No,No,1,5.795446271750349,1.0,0.0,0.0
Man,FIB,First,5,8850.0,Bus,Bus,On foot,Yes,Yes,Yes,No,No,No,No,No,3,14.213448206259708,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,First,4,8720.0,,,Bus,Yes,Yes,No,No,No,No,No,No,1,35.27853992534681,0.0,0.0,1.0
Woman,FME,Third,5,8028.0,On foot,On foot,,Yes,Yes,Yes,No,No,No,No,No,2,1.6130676235951116,1.0,0.0,0.0
Man,EPSEVG,First,4,8036.0,Bus,Bus,Renfe,Yes,No,No,No,Yes,No,No,No,3,3.4075132374150914,0.0,0.0,1.0
Man,ETSAB,Fourth,1,8173.0,FGC,Bus,,Yes,No,No,Yes,No,Yes,No,No,2,9.970215712463055,0.0,0.0,1.0
Man,ESEIAAT,Second,4,8007.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",No,Yes,No,No,No,No,No,Yes,6,4.547365145547395,0.0,1.0,0.0
Man,EEABB,First,5,8024.0,Scooter (or other micro-mobility devices) with renewable charging,FGC,,Yes,Yes,Yes,No,No,No,No,No,2,4.785385490636497,0.0,0.5,0.5
Man,EETAC,Fourth,5,17007.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,No,No,No,Yes,No,No,No,2,89.67425569896551,0.5,0.5,0.0
Man,ETSETB,Second,5,8243.0,Bus,On foot,Bus,Yes,No,Yes,Yes,No,No,No,No,3,43.93821109235909,0.3333333333333333,0.0,0.6666666666666666
Woman,ETSAB,Third,4,8243.0,Bus,FGC,Underground,Yes,No,No,No,Yes,No,No,No,3,43.93821109235909,0.0,0.0,1.0
Man,EEBE,First,5,8014.0,On foot,Underground,On foot,Yes,Yes,No,Yes,No,No,No,No,3,2.532082851110252,0.6666666666666666,0.0,0.3333333333333333
Man,EEBE,Second,5,8214.0,Renfe,Underground,Tram,Yes,Yes,Yes,No,No,No,No,No,3,13.331544998048251,0.0,0.0,1.0
Man,FIB,Third,5,8904.0,Underground,On foot,,No,No,Yes,Yes,No,No,No,No,4,1.6737779012254774,0.5,0.0,0.5
Man,EEBE,Fourth,4,8940.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,Yes,No,No,No,No,3,4.031246496663568,0.0,1.0,0.0
Man,ETSEIB,First,5,8017.0,Combustion or electric motorcycle with non-renewable source charging,Bicycle,,Yes,Yes,No,No,No,No,No,No,2,2.112982468173686,0.5,0.5,0.0
Man,ESEIAAT,Second,5,8224.0,Scooter (or other micro-mobility devices) with renewable charging,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,No,Yes,No,No,No,No,No,No,4,21.24695714606752,0.25,0.75,0.0
Man,ESEIAAT,First,7,8225.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,22.64752581936345,0.0,1.0,0.0
Man,EETAC,First,5,8800.0,On foot,Renfe,On foot,Yes,No,Yes,No,No,No,Yes,No,3,37.70504617773941,0.6666666666666666,0.0,0.3333333333333333
Man,EPSEB,Second,3,8029.0,Underground,,,Yes,No,Yes,No,No,No,No,No,1,2.956172645857166,0.0,0.0,1.0
Woman,ESEIAAT,Fourth,5,8222.0,On foot,,,Yes,No,No,No,Yes,No,Yes,No,1,20.846935000968863,1.0,0.0,0.0
Man,FME,Second,5,8860.0,On foot,Bus,,No,Yes,Yes,No,No,No,No,No,4,20.38020477160429,0.5,0.25,0.25
Man,ETSECCPB,Fourth,5,8036.0,On foot,Bus,On foot,No,No,No,Yes,No,No,No,No,6,3.4075132374150914,0.8333333333333334,0.0,0.1666666666666666
Man,EPSEVG,Fourth,3,8800.0,On foot,On foot,On foot,Yes,No,No,No,No,Yes,Yes,No,3,37.70504617773941,1.0,0.0,0.0
Woman,FIB,First,1,17411.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,No,No,No,No,No,1,70.83255047767277,0.0,1.0,0.0
Man,ETSAB,Second,5,8911.0,Renfe,Underground,,Yes,Yes,Yes,No,No,No,No,No,2,13.901078426337602,0.0,0.0,1.0
Man,FIB,Fourth,5,8980.0,On foot,Bus,On foot,Yes,No,Yes,Yes,No,No,No,No,3,5.285429992578997,0.6666666666666666,0.0,0.3333333333333333
Man,FNB,Second,5,8026.0,Bicycle,Bicycle,Bicycle,Yes,Yes,Yes,No,No,No,No,No,3,6.751936546524625,1.0,0.0,0.0
Woman,FIB,Third,5,8038.0,Underground,On foot,,Yes,Yes,Yes,No,No,No,No,No,2,4.189382845954706,0.5,0.0,0.5
Man,EEBE,Third,1,8022.0,On foot,Underground,On foot,Yes,Yes,No,No,No,No,No,No,3,2.81531926980836,0.6666666666666666,0.0,0.3333333333333333
Man,ETSAB,Second,5,8025.0,Bus,Tram,,No,Yes,No,Yes,No,No,No,No,4,5.515904036968885,0.25,0.0,0.75
Woman,EEBE,Second,4,8930.0,Bus,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Tram,Yes,Yes,No,No,No,No,No,No,3,10.12337740984334,0.0,0.3333333333333333,0.6666666666666666
Man,ETSECCPB,First,5,8015.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,4.0811379716437495,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSETB,Third,5,8030.0,,Bus,,No,Yes,No,No,No,No,No,No,2,8.515615293430308,0.0,0.0,1.0
Woman,ESEIAAT,Fourth,3,8029.0,On foot,Electric vehicle (with Zero label and renewable source charging),On foot,Yes,No,No,No,No,No,No,Yes,3,2.956172645857166,0.6666666666666666,0.3333333333333333,0.0
Man,FIB,Third,5,8450.0,On foot,Renfe,Underground,Yes,No,Yes,No,No,No,No,Yes,3,34.59776094530377,0.3333333333333333,0.0,0.6666666666666666
Man,ETSETB,First,5,8840.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,Yes,No,Yes,No,No,No,No,3,11.383637000140949,0.3333333333333333,0.6666666666666666,0.0
Man,ETSECCPB,Second,5,8902.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,Yes,No,No,No,No,No,3,2.888881985150128,0.0,1.0,0.0
Man,FME,First,5,8860.0,Underground,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,No,No,No,No,3,20.38020477160429,0.0,0.3333333333333333,0.6666666666666666
Man,ETSEIB,Fourth,5,8035.0,On foot,Underground,,Yes,No,Yes,No,No,No,No,No,2,5.506786525149892,0.5,0.0,0.5
Man,ETSEIB,Third,5,8029.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,Yes,1,2.956172645857166,0.0,1.0,0.0
Woman,EPSEVG,First,5,8940.0,On foot,Renfe,Renfe,Yes,No,No,No,Yes,No,No,No,3,4.031246496663568,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Third,5,8038.0,Bus,Tram,On foot,No,Yes,No,Yes,No,No,No,No,5,4.189382845954706,0.2,0.0,0.8
Woman,ETSAB,Second,5,8290.0,Bus,Renfe,Underground,Yes,Yes,No,Yes,No,No,No,No,3,11.601900107089728,0.0,0.0,1.0
Woman,ETSEIB,Third,5,8028.0,Underground,Underground,On foot,No,Yes,Yes,No,No,No,No,No,6,1.6130676235951116,0.6666666666666666,0.0,0.3333333333333333
Man,EEBE,First,5,8027.0,Bicycle,Bicycle,Bicycle,Yes,Yes,Yes,No,No,No,No,No,3,7.315332171609159,1.0,0.0,0.0
Man,EETAC,Second,5,8869.0,On foot,,,Yes,Yes,No,No,No,No,No,No,1,6232.754829064615,1.0,0.0,0.0
Man,ETSEIB,Third,5,8029.0,On foot,Tram,,Yes,Yes,No,Yes,No,No,No,No,2,2.956172645857166,0.5,0.0,0.5
Man,ETSAB,Second,5,8028.0,On foot,Underground,,No,Yes,No,Yes,No,No,No,No,4,1.6130676235951116,0.25,0.0,0.75
Man,FIB,First,5,8026.0,On foot,Underground,On foot,Yes,Yes,No,No,No,No,No,No,3,6.751936546524625,0.6666666666666666,0.0,0.3333333333333333
Man,FIB,Second,5,8295.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,On foot,Yes,Yes,Yes,No,No,No,No,No,3,26.27950993724996,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,ESEIAAT,Fourth,1,8038.0,On foot,FGC,,Yes,Yes,Yes,No,No,No,No,No,2,4.189382845954706,0.5,0.0,0.5
Man,ESEIAAT,Third,4,8206.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,No,Yes,No,No,No,3,18.562764355973894,0.0,1.0,0.0
Man,EEABB,Second,5,8940.0,FGC,Renfe,On foot,Yes,No,No,No,No,No,No,No,3,4.031246496663568,0.3333333333333333,0.0,0.6666666666666666
Man,EPSEM,First,5,8242.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,Yes,Yes,No,Yes,No,No,No,No,3,44.90162952906903,0.3333333333333333,0.6666666666666666,0.0
Woman,EEABB,Third,5,8036.0,Underground,Renfe,,Yes,Yes,Yes,No,No,No,No,No,2,3.4075132374150914,0.0,0.0,1.0
Man,ESEIAAT,First,2,8226.0,Bus,Scooter (or other micro-mobility devices) with renewable charging,On foot,Yes,Yes,Yes,No,No,No,No,No,3,22.25002415361337,0.3333333333333333,0.3333333333333333,0.3333333333333333
Woman,ETSAB,First,4,8950.0,Scooter (or other micro-mobility devices) with renewable charging,,,Yes,Yes,No,No,No,Yes,No,No,1,2.4264062428862068,0.0,1.0,0.0
Man,ETSETB,Fourth,4,8041.0,Underground,On foot,,No,No,No,Yes,No,No,No,No,5,6.372840174770625,0.6,0.0,0.4
Man,ESEIAAT,Fourth,3,8206.0,On foot,Bus,On foot,Yes,No,No,No,Yes,No,No,No,3,18.562764355973894,0.6666666666666666,0.0,0.3333333333333333
Man,EPSEB,First,4,8105.0,Renfe,Underground,,No,No,No,No,Yes,No,No,No,3,17.70947770701561,0.0,0.0,1.0
Woman,ESEIAAT,Fourth,5,8221.0,On foot,,,Yes,Yes,No,No,No,No,No,No,1,21.2645722256118,1.0,0.0,0.0
Woman,EEBE,Third,4,8022.0,On foot,Underground,On foot,Yes,Yes,No,Yes,No,No,No,No,3,2.81531926980836,0.6666666666666666,0.0,0.3333333333333333
Man,EPSEM,Third,5,8786.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,Yes,No,Yes,No,No,No,No,1,38.89911704737984,0.0,1.0,0.0
Man,EETAC,Second,5,8014.0,Bus,,,Yes,Yes,No,No,No,No,No,No,1,2.532082851110252,0.0,0.0,1.0
Woman,ESEIAAT,Second,5,8174.0,On foot,FGC,,Yes,Yes,Yes,No,No,No,No,No,2,11.697799445055114,0.5,0.0,0.5
Woman,ESEIAAT,Fourth,2,8222.0,On foot,,,Yes,Yes,No,No,No,No,No,No,1,20.846935000968863,1.0,0.0,0.0
Man,ETSETB,First,3,8015.0,Underground,On foot,,Yes,Yes,Yes,No,No,No,No,No,2,4.0811379716437495,0.5,0.0,0.5
Woman,EPSEVG,Second,4,8812.0,,,On foot,Yes,Yes,No,No,No,No,No,No,1,35.10136533798317,1.0,0.0,0.0
Man,EPSEVG,Fourth,2,8720.0,Electric vehicle (with Zero label and renewable source charging),,,Yes,Yes,Yes,No,No,No,No,No,1,35.27853992534681,0.0,1.0,0.0
Man,ESEIAAT,First,5,8221.0,On foot,,,Yes,No,No,Yes,No,No,Yes,No,1,21.2645722256118,1.0,0.0,0.0
Man,EEBE,Second,3,8186.0,Bus,Underground,Tram,Yes,Yes,No,Yes,No,No,No,No,3,26.86503286678032,0.0,0.0,1.0
Man,ETSAV,Third,5,8292.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,FGC,No,No,No,No,Yes,No,No,No,6,25.87727278715144,0.1666666666666666,0.1666666666666666,0.6666666666666666
Woman,ETSAB,Second,5,8030.0,On foot,Bus,Underground,No,Yes,No,Yes,No,No,No,No,5,8.515615293430308,0.4,0.0,0.6
Man,EEBE,First,5,8348.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,Yes,No,No,No,No,1,26.28418436163645,0.0,1.0,0.0
Woman,EEBE,First,5,8037.0,Underground,Underground,Underground,Yes,Yes,No,No,No,No,No,No,3,4.667536874203934,0.0,0.0,1.0
Man,EETAC,Third,5,8780.0,On foot,FGC,Bus,Yes,No,Yes,Yes,No,No,No,No,3,10.365468459860027,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,First,5,8005.0,On foot,Bus,On foot,Yes,No,No,Yes,No,No,No,No,3,7.629993511144085,0.6666666666666666,0.0,0.3333333333333333
Man,FME,Third,5,8022.0,Bus,,,Yes,Yes,Yes,No,No,No,No,No,1,2.81531926980836,0.0,0.0,1.0
Woman,ETSAV,Third,5,8232.0,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,Yes,No,Yes,No,No,No,No,3,23.510771351334725,0.0,1.0,0.0
Woman,ESEIAAT,First,5,8172.0,On foot,FGC,,Yes,Yes,Yes,No,No,No,No,No,2,9.449685862507694,0.5,0.0,0.5
Man,EEBE,Fourth,1,8906.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,2.127693571837536,0.6666666666666666,0.0,0.3333333333333333
Man,ESEIAAT,First,4,8222.0,On foot,FGC,On foot,Yes,No,Yes,No,No,Yes,No,No,3,20.846935000968863,0.6666666666666666,0.0,0.3333333333333333
Man,EETAC,Fourth,2,8950.0,Bus,Underground,Bus,Yes,Yes,No,Yes,No,No,No,No,3,2.4264062428862068,0.0,0.0,1.0
NR/DK,ETSAV,Fourth,2,8208.0,On foot,FGC,On foot,Yes,No,No,No,Yes,No,No,No,3,18.49693038919853,0.6666666666666666,0.0,0.3333333333333333
Man,EEBE,Second,5,8031.0,On foot,Underground,Tram,Yes,Yes,No,No,No,No,No,No,3,6.556434297087386,0.3333333333333333,0.0,0.6666666666666666
Man,FIB,Third,4,8350.0,Renfe,Underground,On foot,Yes,No,No,No,Yes,No,No,No,3,42.29267406189082,0.3333333333333333,0.0,0.6666666666666666
Man,EEBE,First,5,8912.0,Underground,,,Yes,No,Yes,Yes,No,No,No,No,1,12.450328346091144,0.0,0.0,1.0
Woman,ESEIAAT,Fourth,5,8291.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,Yes,No,Yes,No,No,No,No,2,12.828445811278456,0.5,0.5,0.0
Woman,ESEIAAT,First,5,8222.0,On foot,,,Yes,No,No,Yes,No,No,No,No,1,20.846935000968863,1.0,0.0,0.0
Man,ESEIAAT,Second,5,8023.0,Bus,FGC,,Yes,Yes,No,No,Yes,No,No,No,2,3.853847488256764,0.0,0.0,1.0
Man,EETAC,Second,5,8850.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,Yes,No,Yes,No,No,No,No,3,14.213448206259708,0.0,1.0,0.0
Woman,FIB,First,1,8720.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,Yes,No,No,No,No,No,1,35.27853992534681,0.0,1.0,0.0
Man,ETSAB,Third,5,8970.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,Yes,No,No,No,No,1,4.543343211547399,0.0,1.0,0.0
Man,ETSETB,Second,2,8970.0,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,Yes,Yes,No,No,No,No,No,3,4.543343211547399,0.0,1.0,0.0
Man,ETSEIB,Second,1,8029.0,Underground,Underground,Underground,Yes,Yes,No,Yes,No,No,No,No,3,2.956172645857166,0.0,0.0,1.0
Woman,FIB,First,4,8902.0,Underground,Underground,Underground,Yes,Yes,No,Yes,No,No,No,No,3,2.888881985150128,0.0,0.0,1.0
Man,FME,First,5,8903.0,On foot,On foot,On foot,Yes,No,No,No,No,No,Yes,No,3,2.2001050805374645,1.0,0.0,0.0
Man,FIB,First,4,8013.0,Underground,,,Yes,No,No,Yes,No,No,No,No,1,5.781462018023745,0.0,0.0,1.0
Woman,ESEIAAT,First,5,8440.0,Bus,Renfe,On foot,Yes,No,No,No,Yes,No,No,No,3,34.772225338745606,0.3333333333333333,0.0,0.6666666666666666
Man,FNB,Second,2,8037.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,4.667536874203934,0.6666666666666666,0.0,0.3333333333333333
Woman,ETSEIB,First,5,8860.0,Electric vehicle (with Zero label and renewable source charging),Bus,On foot,No,No,Yes,No,No,No,No,No,6,20.38020477160429,0.3333333333333333,0.3333333333333333,0.3333333333333333
Man,ETSEIB,Third,5,8028.0,On foot,,,Yes,No,No,No,No,Yes,Yes,No,1,1.6130676235951116,1.0,0.0,0.0
Man,EEBE,Fourth,1,17252.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,No,No,No,Yes,No,No,No,1,96.73016215746146,0.0,1.0,0.0
Man,EEBE,First,5,8912.0,On foot,Underground,On foot,Yes,Yes,Yes,No,No,No,No,No,3,12.450328346091144,0.6666666666666666,0.0,0.3333333333333333
Man,ETSECCPB,Third,5,8024.0,On foot,Bus,On foot,Yes,No,No,Yes,No,No,No,No,3,4.785385490636497,0.6666666666666666,0.0,0.3333333333333333
Man,ETSETB,Second,5,8173.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,No,No,No,No,No,1,9.970215712463055,0.0,1.0,0.0
Woman,ETSAB,Fourth,5,8014.0,Underground,Underground,Underground,No,No,No,No,No,No,Yes,No,6,2.532082851110252,0.5,0.0,0.5
Woman,ETSECCPB,Second,2,8015.0,On foot,On foot,On foot,Yes,Yes,No,No,No,No,No,No,3,4.0811379716437495,1.0,0.0,0.0
Man,FIB,Third,4,8840.0,On foot,Bus,On foot,Yes,No,Yes,No,Yes,No,No,No,3,11.383637000140949,0.6666666666666666,0.0,0.3333333333333333
Man,ESEIAAT,Third,5,8222.0,On foot,,,Yes,No,No,No,No,No,No,No,1,20.846935000968863,1.0,0.0,0.0
Man,FIB,Fourth,2,8913.0,Combustion or electric motorcycle with non-renewable source charging,,,Yes,Yes,No,Yes,No,No,No,No,1,10.587921846111517,0.0,1.0,0.0
Woman,EETAC,Second,5,8391.0,Bus,Renfe,Bus,Yes,No,No,No,No,No,No,No,3,16.598206112760472,0.0,0.0,1.0
Man,ESEIAAT,Third,4,8792.0,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,No,No,No,Yes,No,No,Yes,3,32.52636491315125,0.0,1.0,0.0
